ID,Age,Experience,Income,Family,CCAvg,Education,Mortgage,Education_cat_Advanced/Professional,Education_cat_Graduate,Education_cat_Undergrad,Personal Loan
1252,39,13,31.0,2,0.8,3,0.0,1,0,0,0
1253,42,17,93.0,4,1.9,3,0.0,1,0,0,0
1254,57,33,45.0,4,1.5,1,204.0,0,0,1,0
1255,36,12,40.0,2,0.6,3,0.0,1,0,0,0
1256,27,1,80.0,2,1.6,3,185.0,1,0,0,0
1257,31,7,20.0,1,0.4,3,0.0,1,0,0,0
1258,63,37,41.0,1,0.5,3,0.0,1,0,0,0
1259,34,8,31.0,1,0.3,1,104.0,0,0,1,0
1260,52,27,35.0,4,0.2,2,0.0,0,1,0,0
1261,57,31,40.0,3,1.4,3,137.0,1,0,0,0
1262,63,39,84.0,1,1.8,3,0.0,1,0,0,0
1263,26,1,53.0,2,1.6,3,0.0,1,0,0,0
1264,35,5,85.0,4,4.0,3,0.0,1,0,0,0
1265,58,33,138.0,2,3.9,1,0.0,0,0,1,0
1266,32,2,71.0,2,1.75,3,108.0,1,0,0,0
1267,64,39,113.0,1,0.8,3,0.0,1,0,0,0
1268,50,23,23.0,2,1.0,2,0.0,0,1,0,0
1269,34,9,62.0,3,2.3,1,0.0,0,0,1,0
1270,36,11,14.0,4,0.2,3,100.0,1,0,0,0
1271,43,18,60.0,2,2.2,3,0.0,1,0,0,0
1272,28,4,94.0,3,0.8,1,236.0,0,0,1,0
1273,64,39,83.0,3,1.8,2,0.0,0,1,0,0
1274,60,35,130.0,3,5.2,3,252.5,1,0,0,1
1275,62,37,61.0,4,1.7,1,0.0,0,0,1,0
1276,27,2,92.0,2,3.1,1,178.0,0,0,1,0
1277,42,16,20.0,2,0.8,3,117.0,1,0,0,0
1278,45,20,186.5,2,5.2,1,252.5,0,0,1,0
1279,36,10,74.0,1,2.5,1,0.0,0,0,1,0
1280,48,22,84.0,2,0.4,3,145.0,1,0,0,0
1281,65,40,98.0,3,1.8,2,252.5,0,1,0,0
1282,39,15,52.0,3,2.3333333333333335,1,0.0,0,0,1,0
1283,51,26,55.0,1,1.3,2,236.0,0,1,0,0
1284,30,6,64.0,4,3.4,1,117.0,0,0,1,0
1285,65,40,128.0,1,2.5,1,162.0,0,0,1,0
1286,38,13,113.0,4,1.7,2,0.0,0,1,0,1
1287,29,3,50.0,3,1.1,2,0.0,0,1,0,0
1288,42,18,54.0,4,2.2,2,0.0,0,1,0,0
1289,63,38,129.0,1,0.9,1,252.5,0,0,1,0
1290,46,21,82.0,4,0.4,1,0.0,0,0,1,0
1291,62,38,100.0,4,1.7,2,0.0,0,1,0,0
1292,58,34,44.0,4,2.2,1,0.0,0,0,1,0
1293,56,30,164.0,4,0.5,2,234.0,0,1,0,1
1294,56,31,81.0,2,3.7,1,121.0,0,0,1,0
1295,34,10,71.0,1,0.1,1,252.5,0,0,1,0
1296,42,17,28.0,1,0.5,3,90.0,1,0,0,0
1297,30,6,80.0,3,1.5,1,219.0,0,0,1,0
1298,61,35,90.0,4,1.9,2,0.0,0,1,0,0
1299,38,14,74.0,1,3.6,2,0.0,0,1,0,0
1300,50,25,14.0,2,0.7,3,0.0,1,0,0,0
1301,61,36,23.0,2,0.5,2,103.0,0,1,0,0
1302,41,17,153.0,1,1.7,1,252.5,0,0,1,0
1303,42,16,38.0,3,0.9,3,0.0,1,0,0,0
1304,29,5,112.0,2,2.0,2,252.5,0,1,0,0
1305,51,26,145.0,1,5.2,1,252.5,0,0,1,0
1306,32,6,28.0,2,0.3,2,88.0,0,1,0,0
1307,34,9,31.0,4,1.1,3,0.0,1,0,0,0
1308,26,2,186.5,1,5.2,1,0.0,0,0,1,0
1309,54,24,50.0,3,2.0,3,0.0,1,0,0,0
1310,38,14,71.0,4,2.0,3,0.0,1,0,0,0
1311,62,36,21.0,3,0.3,3,0.0,1,0,0,0
1312,37,11,35.0,2,0.8,3,125.0,1,0,0,0
1313,46,21,42.0,1,2.4,1,0.0,0,0,1,0
1314,52,27,78.0,4,3.6,3,141.0,1,0,0,0
1315,32,6,73.0,4,2.2,2,0.0,0,1,0,0
1316,49,25,53.0,2,1.0,3,181.0,1,0,0,0
1317,28,3,51.0,2,1.6,3,123.0,1,0,0,0
1318,55,30,40.0,2,2.3,3,0.0,1,0,0,0
1319,52,26,178.0,1,1.0,1,0.0,0,0,1,0
1320,32,6,35.0,2,0.3,1,0.0,0,0,1,0
1321,31,7,186.5,1,0.0,2,0.0,0,1,0,1
1322,27,3,123.0,1,5.2,1,0.0,0,0,1,0
1323,32,5,48.0,2,1.6666666666666667,2,0.0,0,1,0,0
1324,52,26,45.0,3,0.6,2,0.0,0,1,0,0
1325,52,28,15.0,1,0.2,1,0.0,0,0,1,0
1326,50,24,79.0,1,0.3,1,120.0,0,0,1,0
1327,32,5,63.0,4,2.0,2,0.0,0,1,0,0
1328,61,35,30.0,2,0.2,3,0.0,1,0,0,0
1329,60,36,145.0,4,5.2,1,252.5,0,0,1,1
1330,28,4,32.0,3,1.0,2,0.0,0,1,0,0
1331,34,9,64.0,2,0.1,1,224.0,0,0,1,0
1332,31,7,84.0,1,0.1,1,0.0,0,0,1,0
1333,31,5,21.0,1,0.4,2,0.0,0,1,0,0
1334,62,38,99.0,4,1.7,2,0.0,0,1,0,0
1335,47,22,35.0,2,1.3,1,0.0,0,0,1,0
1336,50,24,180.0,1,1.7,1,0.0,0,0,1,0
1337,36,12,42.0,1,1.3333333333333333,1,0.0,0,0,1,0
1338,26,0,179.0,4,2.1,2,0.0,0,1,0,1
1339,51,27,42.0,4,0.1,3,0.0,1,0,0,0
1340,52,25,180.0,2,5.2,2,252.5,0,1,0,1
1341,35,11,82.0,4,3.4,1,0.0,0,0,1,0
1342,42,16,55.0,2,0.7,1,149.0,0,0,1,0
1343,36,12,79.0,2,2.2,1,0.0,0,0,1,0
1344,41,17,48.0,2,0.6,3,215.0,1,0,0,0
1345,49,25,93.0,1,2.7,1,0.0,0,0,1,0
1346,57,32,23.0,2,0.2,3,0.0,1,0,0,0
1347,44,20,50.0,3,2.3333333333333335,1,200.0,0,0,1,0
1348,60,34,85.0,2,2.0,1,0.0,0,0,1,0
1349,38,14,35.0,1,1.5,2,97.0,0,1,0,0
1350,26,2,171.0,3,5.2,2,0.0,0,1,0,1
1351,29,2,29.0,4,1.5,2,0.0,0,1,0,0
1352,59,35,84.0,1,1.8,3,0.0,1,0,0,0
1353,51,27,20.0,4,0.5,2,0.0,0,1,0,0
1354,50,25,14.0,1,0.4,3,0.0,1,0,0,0
1355,35,10,179.0,1,5.2,1,252.5,0,0,1,0
1356,61,37,48.0,1,0.8,1,158.0,0,0,1,0
1357,42,16,74.0,1,2.8,1,0.0,0,0,1,0
1358,55,29,53.0,1,1.4,1,0.0,0,0,1,0
1359,50,25,83.0,1,2.8,2,0.0,0,1,0,0
1360,64,40,171.0,2,2.1,1,252.5,0,0,1,0
1361,54,28,85.0,4,4.9,1,0.0,0,0,1,0
1362,50,26,38.0,4,0.9,2,0.0,0,1,0,0
1363,31,5,85.0,3,1.6,1,157.0,0,0,1,0
1364,32,8,79.0,1,0.1,1,0.0,0,0,1,0
1365,44,19,69.0,4,0.4,1,0.0,0,0,1,0
1366,60,35,43.0,3,0.9,3,0.0,1,0,0,0
1367,60,34,33.0,2,0.3,1,101.0,0,0,1,0
1368,62,38,42.0,3,0.1,3,149.0,1,0,0,0
1369,46,21,40.0,4,1.9,3,122.0,1,0,0,0
1370,57,33,43.0,1,1.8,3,0.0,1,0,0,0
1371,30,5,20.0,4,0.5,3,117.0,1,0,0,0
1372,58,32,65.0,3,2.5,1,222.0,0,0,1,0
1373,39,13,139.0,3,3.4,1,252.5,0,0,1,1
1374,60,35,135.0,3,0.3,3,0.0,1,0,0,1
1375,59,34,84.0,3,1.6,3,0.0,1,0,0,0
1376,50,26,179.0,1,2.9,3,0.0,1,0,0,1
1377,63,39,45.0,4,1.3,2,86.0,0,1,0,0
1378,27,3,109.0,2,2.5,1,0.0,0,0,1,0
1379,54,29,34.0,4,0.1,3,0.0,1,0,0,0
1380,62,37,162.0,1,1.3,1,0.0,0,0,1,0
1381,60,34,105.0,2,1.4,1,0.0,0,0,1,0
1382,38,12,22.0,3,0.2,2,0.0,0,1,0,0
1383,34,8,82.0,2,1.8,1,178.0,0,0,1,0
1384,65,41,105.0,4,1.7,2,230.0,0,1,0,0
1385,55,31,62.0,1,1.8,3,0.0,1,0,0,0
1386,57,31,82.0,2,2.0,1,83.0,0,0,1,0
1387,27,3,72.0,4,0.0,1,0.0,0,0,1,0
1388,35,10,38.0,4,1.7,1,0.0,0,0,1,0
1389,52,28,25.0,4,1.0,1,0.0,0,0,1,0
1390,45,15,20.0,1,0.75,3,0.0,1,0,0,0
1391,29,3,80.0,4,1.8,2,0.0,0,1,0,0
1392,44,18,84.0,3,1.1,1,0.0,0,0,1,0
1393,47,23,33.0,1,1.0,1,0.0,0,0,1,0
1394,62,37,55.0,3,0.9,3,0.0,1,0,0,0
1395,52,27,33.0,2,0.7,2,0.0,0,1,0,0
1396,47,23,186.5,4,0.3,3,252.5,1,0,0,1
1397,42,18,43.0,1,0.3,3,158.0,1,0,0,0
1398,65,41,45.0,3,0.1,3,0.0,1,0,0,0
1399,42,18,141.0,1,3.5,1,0.0,0,0,1,0
1400,40,16,69.0,4,2.4,1,0.0,0,0,1,0
1401,32,8,78.0,4,0.1,2,0.0,0,1,0,0
1402,40,15,84.0,1,3.7,3,0.0,1,0,0,0
1403,55,29,172.0,1,5.2,2,0.0,0,1,0,1
1404,32,6,51.0,4,0.2,1,154.0,0,0,1,0
1405,58,28,75.0,1,1.4,3,0.0,1,0,0,0
1406,46,22,183.0,1,3.1,2,0.0,0,1,0,1
1407,53,23,20.0,4,0.4,3,0.0,1,0,0,0
1408,63,39,101.0,2,3.9,3,252.5,1,0,0,1
1409,40,14,129.0,1,5.2,3,0.0,1,0,0,1
1410,41,17,63.0,2,3.2,1,0.0,0,0,1,0
1411,60,35,44.0,4,2.1,1,0.0,0,0,1,0
1412,65,39,184.0,1,5.2,3,176.0,1,0,0,1
1413,59,33,100.0,2,2.0,1,127.0,0,0,1,0
1414,48,24,12.0,3,0.4,1,0.0,0,0,1,0
1415,59,33,68.0,2,2.3,3,128.0,1,0,0,0
1416,33,8,48.0,1,1.0,1,212.0,0,0,1,0
1417,40,15,82.0,2,0.4,1,0.0,0,0,1,0
1418,42,18,52.0,2,2.5,1,0.0,0,0,1,0
1419,65,41,154.0,2,4.6,2,0.0,0,1,0,1
1420,30,4,39.0,1,1.5,1,0.0,0,0,1,0
1421,30,4,40.0,1,0.3,1,0.0,0,0,1,0
1422,42,17,54.0,4,1.9,3,164.0,1,0,0,0
1423,32,8,32.0,2,1.0,2,103.0,0,1,0,0
1424,55,30,64.0,2,2.3,3,0.0,1,0,0,0
1425,29,3,92.0,2,1.3,1,252.5,0,0,1,0
1426,64,38,40.0,1,2.5,3,94.0,1,0,0,0
1427,37,11,60.0,3,0.5,3,0.0,1,0,0,0
1428,31,5,85.0,2,1.3,1,119.0,0,0,1,0
1429,25,-1,21.0,4,0.4,1,90.0,0,0,1,0
1430,31,5,35.0,1,0.6,3,171.0,1,0,0,0
1431,32,7,52.0,2,0.1,1,0.0,0,0,1,0
1432,58,34,128.0,1,5.2,1,0.0,0,0,1,0
1433,26,2,186.5,1,5.2,1,0.0,0,0,1,0
1434,51,25,68.0,2,1.5,2,117.0,0,1,0,0
1435,65,41,55.0,2,1.1,1,0.0,0,0,1,0
1436,43,17,55.0,1,0.2,1,0.0,0,0,1,0
1437,46,21,80.0,4,0.4,1,0.0,0,0,1,0
1438,28,3,123.0,1,0.8,1,146.0,0,0,1,0
1439,63,37,90.0,4,1.9,2,106.0,0,1,0,0
1440,59,29,61.0,1,1.4,3,0.0,1,0,0,0
1441,42,15,41.0,3,2.5,2,0.0,0,1,0,0
1442,58,33,43.0,2,1.6,3,0.0,1,0,0,0
1443,39,13,71.0,3,0.1,1,162.0,0,0,1,0
1444,36,12,25.0,4,1.0,1,0.0,0,0,1,0
1445,60,33,154.0,1,3.0,2,0.0,0,1,0,1
1446,47,21,141.0,1,2.4,1,0.0,0,0,1,0
1447,29,4,22.0,2,0.9,3,110.0,1,0,0,0
1448,52,28,145.0,2,5.2,1,0.0,0,0,1,0
1449,41,16,49.0,3,0.5,3,0.0,1,0,0,0
1450,63,37,109.0,1,2.0,1,0.0,0,0,1,0
1451,59,34,80.0,3,0.5,1,0.0,0,0,1,0
1452,44,20,82.0,4,1.4,2,201.0,0,1,0,0
1453,54,28,52.0,4,2.5,1,0.0,0,0,1,0
1454,29,5,85.0,3,2.5,1,0.0,0,0,1,0
1455,51,25,148.0,1,1.0,1,0.0,0,0,1,0
1456,63,39,160.0,2,2.1,1,0.0,0,0,1,0
1457,36,11,39.0,4,1.7,1,0.0,0,0,1,0
1458,42,16,25.0,2,0.8,3,0.0,1,0,0,0
1459,51,25,33.0,1,1.4,3,0.0,1,0,0,0
1460,47,20,38.0,3,2.5,2,0.0,0,1,0,0
1461,40,16,85.0,4,0.2,3,0.0,1,0,0,0
1462,54,28,48.0,1,0.2,1,0.0,0,0,1,0
1463,47,21,15.0,4,0.6,3,77.0,1,0,0,0
1464,35,10,94.0,1,0.0,1,174.0,0,0,1,0
1465,28,4,120.0,2,0.6,1,0.0,0,0,1,0
1466,45,19,60.0,1,0.7,3,159.0,1,0,0,0
1467,33,9,145.0,2,4.333333333333333,1,252.5,0,0,1,0
1468,62,36,29.0,2,0.7,3,0.0,1,0,0,0
1469,45,18,78.0,3,2.6666666666666665,2,0.0,0,1,0,0
1470,59,35,59.0,4,1.2,2,0.0,0,1,0,0
1471,58,28,80.0,2,4.5,3,0.0,1,0,0,0
1472,52,26,180.0,1,1.0,1,0.0,0,0,1,0
1473,34,8,8.0,3,0.1,2,83.0,0,1,0,0
1474,65,35,23.0,1,1.5,3,0.0,1,0,0,0
1475,48,23,79.0,2,3.8,3,0.0,1,0,0,0
1476,44,19,78.0,2,3.8,3,252.5,1,0,0,0
1477,61,37,64.0,1,0.0,2,0.0,0,1,0,0
1478,40,14,64.0,4,0.2,3,0.0,1,0,0,0
1479,65,39,160.0,4,3.8,1,237.0,0,0,1,1
1480,28,4,43.0,1,1.0,3,102.0,1,0,0,0
1481,67,42,32.0,1,1.1,3,0.0,1,0,0,0
1482,35,9,179.0,2,0.0,1,76.0,0,0,1,0
1483,60,35,8.0,1,0.1,1,0.0,0,0,1,0
1484,58,32,63.0,1,1.6,1,0.0,0,0,1,0
1485,55,30,40.0,2,2.3,3,0.0,1,0,0,0
1486,34,9,99.0,4,2.2,2,155.0,0,1,0,0
1487,35,9,141.0,2,4.5,2,0.0,0,1,0,1
1488,28,4,159.0,1,1.5,1,0.0,0,0,1,0
1489,38,12,39.0,2,0.3,1,174.0,0,0,1,0
1490,62,38,99.0,4,1.7,2,0.0,0,1,0,0
1491,30,4,18.0,4,0.3,2,0.0,0,1,0,0
1492,38,12,38.0,2,0.3,1,0.0,0,0,1,0
1493,33,8,133.0,1,0.0,1,0.0,0,0,1,0
1494,58,34,84.0,2,2.8,1,0.0,0,0,1,0
1495,59,35,60.0,1,0.0,2,0.0,0,1,0,0
1496,52,28,178.0,3,5.2,3,147.0,1,0,0,1
1497,36,12,18.0,1,0.5,3,0.0,1,0,0,0
1498,45,21,73.0,1,0.8,3,0.0,1,0,0,0
1499,49,23,125.0,1,5.2,1,0.0,0,0,1,0
1500,52,26,91.0,1,4.3,2,0.0,0,1,0,1
1501,54,28,74.0,2,1.1,1,0.0,0,0,1,0
1502,30,4,35.0,2,0.3,2,0.0,0,1,0,0
1503,65,39,113.0,1,2.0,1,0.0,0,0,1,0
1504,34,8,52.0,4,2.2,2,0.0,0,1,0,0
1505,30,6,186.5,2,4.4,2,0.0,0,1,0,1
1506,51,25,18.0,1,0.3,3,93.0,1,0,0,0
1507,52,27,25.0,2,0.0,1,0.0,0,0,1,0
1508,43,18,50.0,4,1.9,3,0.0,1,0,0,0
1509,35,10,75.0,4,0.7,3,0.0,1,0,0,0
1510,56,26,92.0,2,4.5,3,0.0,1,0,0,0
1511,57,32,33.0,2,2.0,2,0.0,0,1,0,0
1512,58,32,65.0,3,2.2,3,0.0,1,0,0,0
1513,53,28,44.0,3,1.7,1,0.0,0,0,1,0
1514,45,21,183.0,2,1.4,1,252.5,0,0,1,0
1515,44,20,175.0,2,1.4,1,0.0,0,0,1,0
1516,54,28,28.0,4,1.5,3,0.0,1,0,0,0
1517,41,17,49.0,4,2.2,2,0.0,0,1,0,0
1518,52,26,45.0,4,1.8,1,0.0,0,0,1,0
1519,43,17,64.0,4,3.0,3,221.0,1,0,0,1
1520,63,38,22.0,3,0.1,3,90.0,1,0,0,0
1521,54,30,120.0,1,5.2,1,119.0,0,0,1,0
1522,33,8,175.0,2,5.2,1,102.0,0,0,1,0
1523,25,-1,101.0,4,2.3,3,252.5,1,0,0,0
1524,41,16,104.0,1,1.0,3,0.0,1,0,0,0
1525,40,16,155.0,4,0.1,3,0.0,1,0,0,1
1526,43,18,58.0,1,2.4,1,0.0,0,0,1,0
1527,36,10,80.0,4,2.2,2,0.0,0,1,0,0
1528,57,33,45.0,1,1.8,3,195.0,1,0,0,0
1529,34,9,134.0,1,4.6,1,164.0,0,0,1,0
1530,38,14,58.0,4,2.0,3,153.0,1,0,0,0
1531,47,21,20.0,1,0.2,1,0.0,0,0,1,0
1532,39,13,25.0,4,1.5,3,0.0,1,0,0,0
1533,45,20,55.0,1,0.3,1,0.0,0,0,1,0
1534,62,37,155.0,1,1.3,1,0.0,0,0,1,0
1535,59,34,30.0,1,1.3,1,0.0,0,0,1,0
1536,61,37,39.0,4,0.4,1,0.0,0,0,1,0
1537,36,12,73.0,4,2.0,3,188.0,1,0,0,0
1538,58,34,41.0,4,1.3,1,0.0,0,0,1,0
1539,55,30,34.0,4,0.1,3,157.0,1,0,0,0
1540,29,5,21.0,3,0.9,3,119.0,1,0,0,0
1541,34,8,11.0,4,0.3,1,0.0,0,0,1,0
1542,61,35,154.0,2,5.2,1,0.0,0,0,1,0
1543,50,20,19.0,4,0.4,3,0.0,1,0,0,0
1544,52,26,101.0,2,2.4,2,0.0,0,1,0,0
1545,39,15,24.0,1,1.0,1,116.0,0,0,1,0
1546,55,29,131.0,2,2.7,1,0.0,0,0,1,0
1547,33,9,105.0,1,4.0,1,0.0,0,0,1,0
1548,47,21,52.0,1,1.2,2,194.0,0,1,0,0
1549,57,32,21.0,4,0.9,2,113.0,0,1,0,0
1550,57,31,45.0,3,1.4,1,198.0,0,0,1,0
1551,40,14,39.0,1,2.0,1,0.0,0,0,1,0
1552,50,25,186.5,2,2.8,1,238.0,0,0,1,0
1553,29,5,186.5,1,4.3,1,0.0,0,0,1,0
1554,46,22,83.0,3,0.7,1,0.0,0,0,1,0
1555,42,15,34.0,3,1.0,2,0.0,0,1,0,0
1556,59,33,49.0,4,1.7,2,104.0,0,1,0,0
1557,31,1,60.0,4,4.0,3,244.0,1,0,0,0
1558,51,25,41.0,4,1.8,1,0.0,0,0,1,0
1559,35,10,72.0,3,2.3,1,252.5,0,0,1,0
1560,59,35,102.0,4,3.0,2,115.0,0,1,0,1
1561,35,10,31.0,3,1.3,1,0.0,0,0,1,0
1562,46,20,73.0,1,1.5,2,128.0,0,1,0,0
1563,34,9,89.0,1,0.0,1,0.0,0,0,1,0
1564,55,29,19.0,4,0.7,3,121.0,1,0,0,0
1565,64,40,63.0,4,1.2,2,0.0,0,1,0,0
1566,34,9,104.0,3,1.2,3,0.0,1,0,0,0
1567,61,35,40.0,1,0.8,2,128.0,0,1,0,0
1568,63,39,92.0,2,0.0,3,0.0,1,0,0,0
1569,59,33,72.0,2,0.7,2,226.0,0,1,0,0
1570,51,27,44.0,3,1.9,2,141.0,0,1,0,0
1571,41,16,114.0,4,3.5,1,0.0,0,0,1,1
1572,37,13,73.0,4,2.4,1,0.0,0,0,1,0
1573,64,40,63.0,4,1.2,2,0.0,0,1,0,0
1574,44,20,69.0,1,0.8,3,184.0,1,0,0,0
1575,62,37,42.0,3,1.5,1,0.0,0,0,1,0
1576,50,26,88.0,1,2.7,1,0.0,0,0,1,0
1577,43,18,98.0,2,0.4,1,0.0,0,0,1,0
1578,34,8,65.0,1,3.0,1,227.0,0,0,1,1
1579,38,13,12.0,2,0.3,2,104.0,0,1,0,0
1580,29,5,122.0,4,3.0,1,0.0,0,0,1,1
1581,39,14,12.0,2,0.0,3,0.0,1,0,0,0
1582,53,29,24.0,2,0.2,1,0.0,0,0,1,0
1583,43,19,170.0,4,4.25,1,252.5,0,0,1,1
1584,61,36,184.0,4,2.3,2,252.5,0,1,0,1
1585,46,20,25.0,4,0.6,3,125.0,1,0,0,0
1586,57,31,131.0,2,2.7,1,0.0,0,0,1,0
1587,59,33,50.0,2,2.3,3,0.0,1,0,0,0
1588,52,28,21.0,2,0.4,1,0.0,0,0,1,0
1589,29,3,55.0,3,1.1,2,0.0,0,1,0,0
1590,57,32,124.0,1,0.2,2,0.0,0,1,0,1
1591,49,23,58.0,4,2.6,1,188.0,0,0,1,0
1592,39,13,72.0,2,2.8,1,0.0,0,0,1,0
1593,56,31,186.5,1,5.2,3,0.0,1,0,0,1
1594,63,38,83.0,3,1.8,2,0.0,0,1,0,0
1595,37,12,93.0,1,2.8,1,0.0,0,0,1,0
1596,56,26,38.0,3,1.0,3,110.0,1,0,0,0
1597,45,20,55.0,4,1.9,3,164.0,1,0,0,0
1598,66,41,11.0,3,0.1,3,0.0,1,0,0,0
1599,40,15,85.0,2,0.4,1,0.0,0,0,1,0
1600,50,24,124.0,1,4.9,1,252.5,0,0,1,0
1601,60,36,129.0,2,5.2,1,0.0,0,0,1,0
1602,31,7,180.0,1,4.3,1,0.0,0,0,1,0
1603,40,14,74.0,4,1.4,2,0.0,0,1,0,0
1604,36,6,138.0,1,5.2,3,86.0,1,0,0,1
1605,55,29,111.0,2,3.6,3,0.0,1,0,0,1
1606,54,28,83.0,3,0.8,1,0.0,0,0,1,0
1607,35,10,33.0,4,1.7,1,87.0,0,0,1,0
1608,55,29,21.0,4,0.7,3,0.0,1,0,0,0
1609,36,10,35.0,2,0.3,1,98.0,0,0,1,0
1610,66,41,105.0,1,0.8,3,0.0,1,0,0,0
1611,38,14,103.0,1,0.8,2,0.0,0,1,0,0
1612,58,32,75.0,2,2.3,3,0.0,1,0,0,0
1613,41,17,33.0,1,0.7,1,104.0,0,0,1,0
1614,60,34,52.0,4,1.7,2,0.0,0,1,0,0
1615,47,23,89.0,1,2.6,2,0.0,0,1,0,0
1616,62,36,63.0,1,2.5,3,0.0,1,0,0,0
1617,48,23,84.0,4,3.1,2,0.0,0,1,0,1
1618,61,36,44.0,4,2.1,1,0.0,0,0,1,0
1619,29,3,29.0,3,1.0,1,0.0,0,0,1,0
1620,45,21,29.0,1,0.3,3,0.0,1,0,0,0
1621,39,14,22.0,2,0.3,2,0.0,0,1,0,0
1622,31,6,53.0,4,2.2,1,114.0,0,0,1,0
1623,39,14,24.0,2,0.3,2,0.0,0,1,0,0
1624,63,38,153.0,1,1.3,1,252.5,0,0,1,0
1625,28,2,31.0,2,0.3,2,0.0,0,1,0,0
1626,56,30,21.0,2,0.7,2,0.0,0,1,0,0
1627,31,6,180.0,2,5.2,1,0.0,0,0,1,0
1628,46,20,82.0,3,0.7,2,0.0,0,1,0,0
1629,42,18,90.0,4,0.8,1,245.0,0,0,1,0
1630,53,29,154.0,4,5.2,3,0.0,1,0,0,1
1631,41,17,99.0,2,1.8,2,0.0,0,1,0,0
1632,61,36,153.0,1,2.6,2,0.0,0,1,0,1
1633,31,5,93.0,2,3.1,2,0.0,0,1,0,1
1634,62,38,53.0,1,0.0,2,0.0,0,1,0,0
1635,59,34,18.0,3,1.3,2,104.0,0,1,0,0
1636,49,24,70.0,1,2.9,1,0.0,0,0,1,0
1637,65,39,100.0,4,1.7,3,0.0,1,0,0,0
1638,30,6,186.5,3,5.2,3,0.0,1,0,0,1
1639,32,7,125.0,1,0.0,1,0.0,0,0,1,0
1640,56,31,68.0,2,0.0,3,0.0,1,0,0,0
1641,36,10,55.0,1,2.0,1,95.0,0,0,1,0
1642,58,34,152.0,4,3.6,3,0.0,1,0,0,1
1643,27,3,84.0,3,1.5,1,0.0,0,0,1,0
1644,41,16,13.0,2,0.0,3,0.0,1,0,0,0
1645,59,35,33.0,4,0.4,1,131.0,0,0,1,0
1646,56,32,89.0,4,1.0,2,90.0,0,1,0,0
1647,52,26,93.0,1,2.4,1,0.0,0,0,1,0
1648,35,5,68.0,4,1.8,3,0.0,1,0,0,0
1649,47,21,85.0,2,1.7,2,0.0,0,1,0,0
1650,29,4,73.0,1,0.8,2,0.0,0,1,0,0
1651,31,6,83.0,4,2.2,2,106.0,0,1,0,0
1652,62,36,158.0,2,5.2,3,0.0,1,0,0,1
1653,48,18,182.0,4,5.2,3,0.0,1,0,0,1
1654,26,1,24.0,2,0.9,3,123.0,1,0,0,0
1655,60,34,102.0,2,2.0,1,0.0,0,0,1,0
1656,35,11,53.0,3,2.8,1,0.0,0,0,1,0
1657,40,15,175.0,2,3.3,1,0.0,0,0,1,0
1658,31,5,28.0,3,1.0,1,0.0,0,0,1,0
1659,50,25,14.0,4,0.8,1,0.0,0,0,1,0
1660,33,7,139.0,1,4.0,3,106.0,1,0,0,1
1661,37,11,34.0,3,0.9,1,0.0,0,0,1,0
1662,38,14,64.0,1,1.5,3,0.0,1,0,0,0
1663,63,38,84.0,4,0.1,2,0.0,0,1,0,0
1664,57,32,42.0,3,0.5,2,0.0,0,1,0,0
1665,61,35,63.0,1,1.6,1,0.0,0,0,1,0
1666,37,12,100.0,3,1.2,3,252.5,1,0,0,0
1667,51,25,186.5,2,4.2,2,0.0,0,1,0,1
1668,44,20,22.0,1,1.0,1,91.0,0,0,1,0
1669,63,37,20.0,1,0.8,2,0.0,0,1,0,0
1670,43,18,21.0,2,1.4,2,0.0,0,1,0,0
1671,38,14,25.0,4,0.4,2,101.0,0,1,0,0
1672,34,9,20.0,4,1.1,3,0.0,1,0,0,0
1673,48,23,173.0,3,0.2,1,0.0,0,0,1,1
1674,29,5,81.0,2,2.5,1,0.0,0,0,1,0
1675,37,11,139.0,2,0.8,2,252.5,0,1,0,1
1676,60,35,119.0,2,3.9,1,0.0,0,0,1,0
1677,46,20,74.0,4,2.6,3,104.0,1,0,0,0
1678,34,10,42.0,1,1.5,2,131.0,0,1,0,0
1679,56,30,73.0,2,1.1,1,0.0,0,0,1,0
1680,57,31,114.0,4,5.2,1,0.0,0,0,1,1
1681,62,36,44.0,2,1.0,3,0.0,1,0,0,0
1682,32,8,141.0,2,4.333333333333333,1,0.0,0,0,1,0
1683,51,26,14.0,2,0.0,1,103.0,0,0,1,0
1684,55,29,33.0,2,0.4,3,0.0,1,0,0,0
1685,60,34,83.0,2,2.0,1,249.0,0,0,1,0
1686,40,16,89.0,4,0.8,1,155.0,0,0,1,0
1687,62,38,39.0,4,2.2,1,0.0,0,0,1,0
1688,63,39,83.0,3,2.0,3,0.0,1,0,0,0
1689,60,34,108.0,2,2.0,1,252.5,0,0,1,0
1690,59,34,21.0,3,1.3,2,0.0,0,1,0,0
1691,26,1,102.0,1,1.9,1,0.0,0,0,1,0
1692,56,32,48.0,1,1.6,3,0.0,1,0,0,0
1693,58,32,32.0,3,1.4,1,0.0,0,0,1,0
1694,57,31,43.0,1,0.2,1,0.0,0,0,1,0
1695,48,23,35.0,4,0.4,2,118.0,0,1,0,0
1696,30,6,184.0,1,5.2,1,0.0,0,0,1,0
1697,45,21,140.0,2,5.2,1,132.0,0,0,1,0
1698,64,38,32.0,3,0.7,2,0.0,0,1,0,0
1699,44,20,149.0,1,1.7,1,0.0,0,0,1,0
