ID,Age,Experience,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Education_cat
1032,56,32,25.0,1,0.1,2,136.0,No,Graduate
1033,37,12,42.0,3,0.7,2,0.0,No,Graduate
1034,60,34,29.0,2,0.3,1,0.0,No,Undergrad
1035,49,23,84.0,3,2.1,1,134.0,No,Undergrad
1036,43,17,81.0,4,2.6,3,0.0,No,Advanced/Professional
1037,53,28,55.0,4,0.9,1,119.0,No,Undergrad
1038,35,11,40.0,1,2.4,2,0.0,No,Graduate
1039,56,30,145.0,4,5.2,2,0.0,Yes,Graduate
1040,41,16,175.0,2,1.1,3,0.0,Yes,Advanced/Professional
1041,36,6,78.0,4,1.8,3,163.0,No,Advanced/Professional
1042,56,32,51.0,4,1.5,1,0.0,No,Undergrad
1043,64,34,50.0,4,1.6666666666666667,3,0.0,No,Advanced/Professional
1044,51,27,21.0,3,0.4,1,0.0,No,Undergrad
1045,49,24,79.0,1,0.2,2,83.0,No,Graduate
1046,43,18,84.0,1,4.0,3,0.0,No,Advanced/Professional
1047,51,26,34.0,4,0.4,2,0.0,No,Graduate
1048,55,31,73.0,4,1.6,2,0.0,No,Graduate
1049,62,37,90.0,3,0.5,1,0.0,No,Undergrad
1050,35,10,23.0,4,0.2,3,0.0,No,Advanced/Professional
1051,53,27,145.0,2,5.2,3,252.5,Yes,Advanced/Professional
1052,33,7,54.0,4,0.2,1,141.0,No,Undergrad
1053,43,17,49.0,3,2.2,2,103.0,No,Graduate
1054,58,32,51.0,1,2.8,2,0.0,No,Graduate
1055,63,38,8.0,4,0.6,2,0.0,No,Graduate
1056,31,6,62.0,1,1.0,1,0.0,No,Undergrad
1057,36,6,25.0,1,0.6666666666666666,3,0.0,No,Advanced/Professional
1058,30,0,63.0,2,1.75,3,0.0,No,Advanced/Professional
1059,59,34,24.0,2,0.2,3,86.0,No,Advanced/Professional
1060,28,2,11.0,1,0.1,2,0.0,No,Graduate
1061,59,34,23.0,1,0.1,1,0.0,No,Undergrad
1062,47,22,33.0,1,1.4,3,0.0,No,Advanced/Professional
1063,47,21,83.0,1,3.8,1,97.0,Yes,Undergrad
1064,56,30,39.0,3,1.4,1,131.0,No,Undergrad
1065,41,17,138.0,3,5.2,2,0.0,Yes,Graduate
1066,25,1,113.0,3,2.5,1,0.0,No,Undergrad
1067,30,5,125.0,4,0.5,3,0.0,Yes,Advanced/Professional
1068,50,24,186.5,1,1.7,1,0.0,No,Undergrad
1069,34,9,105.0,3,1.2,3,0.0,No,Advanced/Professional
1070,44,18,75.0,2,3.5,1,0.0,Yes,Undergrad
1071,36,9,40.0,2,1.0,2,0.0,No,Graduate
1072,39,14,61.0,3,0.5,3,137.0,No,Advanced/Professional
1073,54,24,75.0,2,4.5,3,0.0,No,Advanced/Professional
1074,33,8,122.0,1,0.0,1,0.0,No,Undergrad
1075,39,14,75.0,3,3.0,1,0.0,No,Undergrad
1076,41,15,59.0,4,0.2,3,0.0,No,Advanced/Professional
1077,40,13,24.0,3,1.0,2,0.0,No,Graduate
1078,29,3,175.0,3,3.3,3,252.5,Yes,Advanced/Professional
1079,51,27,39.0,2,0.8,1,182.0,No,Undergrad
1080,54,30,145.0,2,5.2,1,0.0,No,Undergrad
1081,47,22,24.0,4,0.4,2,142.0,No,Graduate
1082,53,28,20.0,3,0.1,2,0.0,No,Graduate
1083,30,5,85.0,1,2.6,2,0.0,No,Graduate
1084,28,3,65.0,3,2.6,3,0.0,No,Advanced/Professional
1085,60,35,186.5,4,5.2,3,0.0,Yes,Advanced/Professional
1086,51,26,11.0,2,0.0,1,0.0,No,Undergrad
1087,63,37,40.0,2,1.0,3,167.0,No,Advanced/Professional
1088,38,13,54.0,3,0.7,2,196.0,No,Graduate
1089,59,35,95.0,1,3.8,1,0.0,No,Undergrad
1090,53,29,94.0,4,1.0,2,0.0,No,Graduate
1091,31,5,79.0,4,2.2,2,0.0,No,Graduate
1092,41,17,48.0,3,0.3,3,0.0,No,Advanced/Professional
1093,25,1,70.0,4,2.6,1,0.0,No,Undergrad
1094,27,3,40.0,3,0.1,2,111.0,No,Graduate
1095,50,24,44.0,4,1.8,1,0.0,No,Undergrad
1096,50,25,43.0,1,1.4,3,137.0,No,Advanced/Professional
1097,43,18,29.0,1,0.3,3,0.0,No,Advanced/Professional
1098,50,24,186.5,3,1.3,1,184.0,Yes,Undergrad
1099,46,20,114.0,1,0.0,1,0.0,No,Undergrad
1100,30,6,52.0,3,0.7,2,0.0,No,Graduate
1101,42,16,13.0,1,0.2,1,0.0,No,Undergrad
1102,42,17,95.0,3,0.5,3,0.0,No,Advanced/Professional
1103,29,3,84.0,1,2.9,3,0.0,No,Advanced/Professional
1104,38,14,49.0,1,1.8,1,0.0,No,Undergrad
1105,51,25,181.0,1,1.7,1,0.0,No,Undergrad
1106,35,10,182.0,1,0.3,2,229.0,Yes,Graduate
1107,37,13,70.0,2,2.7,1,0.0,No,Undergrad
1108,47,21,79.0,3,1.1,1,185.0,No,Undergrad
1109,55,29,61.0,4,2.8,2,0.0,No,Graduate
1110,65,41,121.0,2,2.1,1,0.0,No,Undergrad
1111,58,33,34.0,3,0.2,1,83.0,No,Undergrad
1112,54,28,183.0,1,1.0,1,252.5,No,Undergrad
1113,52,28,51.0,1,1.6,3,0.0,No,Advanced/Professional
1114,28,2,70.0,3,0.3,3,0.0,No,Advanced/Professional
1115,32,8,39.0,1,1.7,1,0.0,No,Undergrad
1116,51,24,84.0,3,2.0,2,0.0,No,Graduate
1117,43,18,122.0,1,5.2,1,0.0,No,Undergrad
1118,42,18,145.0,1,1.7,1,132.0,No,Undergrad
1119,42,17,98.0,2,0.4,1,0.0,No,Undergrad
1120,41,16,79.0,1,1.0,3,233.0,No,Advanced/Professional
1121,34,8,38.0,2,2.0,3,0.0,No,Advanced/Professional
1122,30,6,49.0,3,0.7,2,196.0,No,Graduate
1123,32,7,38.0,1,1.0,1,0.0,No,Undergrad
1124,46,20,91.0,4,2.6,3,0.0,No,Advanced/Professional
1125,38,12,29.0,4,0.2,1,0.0,No,Undergrad
1126,37,13,172.0,2,5.2,1,0.0,No,Undergrad
1127,32,8,104.0,2,3.7,1,0.0,Yes,Undergrad
1128,35,9,58.0,1,2.5,1,0.0,No,Undergrad
1129,30,5,171.0,2,1.9,2,0.0,Yes,Graduate
1130,30,4,73.0,3,3.3,1,0.0,Yes,Undergrad
1131,58,32,186.5,1,2.9,1,0.0,No,Undergrad
1132,57,27,90.0,2,4.5,3,0.0,No,Advanced/Professional
1133,34,9,55.0,3,2.3,1,0.0,No,Undergrad
1134,31,4,28.0,1,2.0,2,0.0,No,Graduate
1135,39,14,42.0,1,2.5,3,0.0,No,Advanced/Professional
1136,57,33,9.0,1,0.1,2,91.0,No,Graduate
1137,47,21,65.0,1,1.5,2,0.0,No,Graduate
1138,51,26,134.0,4,4.5,3,0.0,Yes,Advanced/Professional
1139,30,6,83.0,4,3.4,1,0.0,No,Undergrad
1140,55,28,38.0,3,1.0,2,0.0,No,Graduate
1141,32,6,13.0,4,0.3,1,0.0,No,Undergrad
1142,32,7,143.0,3,2.9,3,0.0,Yes,Advanced/Professional
1143,44,20,75.0,4,1.9,1,0.0,No,Undergrad
1144,33,7,120.0,1,3.2,3,0.0,Yes,Advanced/Professional
1145,49,24,91.0,1,2.8,2,0.0,No,Graduate
1146,32,6,99.0,2,1.5,3,0.0,No,Advanced/Professional
1147,31,7,71.0,1,0.1,1,78.0,No,Undergrad
1148,37,13,111.0,1,0.8,2,0.0,No,Graduate
1149,41,15,108.0,1,5.2,1,0.0,No,Undergrad
1150,56,32,158.0,1,5.2,1,0.0,No,Undergrad
1151,55,31,81.0,3,2.6666666666666665,1,0.0,No,Undergrad
1152,49,23,12.0,2,0.1,3,0.0,No,Advanced/Professional
1153,63,37,21.0,2,0.4,1,0.0,No,Undergrad
1154,55,30,55.0,4,0.9,1,215.0,No,Undergrad
1155,59,35,42.0,1,1.8,3,0.0,No,Advanced/Professional
1156,41,16,81.0,2,0.4,1,0.0,No,Undergrad
1157,49,25,13.0,4,0.2,1,87.0,No,Undergrad
1158,48,23,132.0,1,0.6,1,157.0,No,Undergrad
1159,41,16,99.0,1,1.0,3,0.0,No,Advanced/Professional
1160,50,26,23.0,4,0.2,1,0.0,No,Undergrad
1161,28,1,40.0,1,2.0,2,0.0,No,Graduate
1162,36,11,181.0,3,1.4,1,0.0,Yes,Undergrad
1163,38,14,112.0,2,2.2,1,252.5,No,Undergrad
1164,34,9,138.0,2,5.2,1,227.0,No,Undergrad
1165,41,17,94.0,3,3.8,2,252.5,Yes,Graduate
1166,43,19,113.0,1,1.7,1,0.0,No,Undergrad
1167,30,5,112.0,4,5.0,2,0.0,Yes,Graduate
1168,37,12,186.5,2,3.0,1,252.5,No,Undergrad
1169,62,37,38.0,1,1.1,3,0.0,No,Advanced/Professional
1170,40,16,32.0,1,1.4,3,158.0,No,Advanced/Professional
1171,35,10,104.0,3,0.6,2,0.0,No,Graduate
1172,64,40,43.0,1,1.9,2,0.0,No,Graduate
1173,49,24,45.0,3,1.7,2,0.0,No,Graduate
1174,24,-1,35.0,2,1.7,2,0.0,No,Graduate
1175,36,10,42.0,4,1.2,2,0.0,No,Graduate
1176,29,4,58.0,1,0.8,2,0.0,No,Graduate
1177,29,3,103.0,4,3.4,1,0.0,Yes,Undergrad
1178,28,3,71.0,1,3.3,2,149.0,Yes,Graduate
1179,33,7,14.0,1,0.4,2,98.0,No,Graduate
1180,36,11,98.0,3,1.2,3,0.0,No,Advanced/Professional
1181,42,17,90.0,1,0.1,2,0.0,No,Graduate
1182,25,0,65.0,4,0.2,1,0.0,No,Undergrad
1183,28,2,19.0,4,0.4,1,0.0,No,Undergrad
1184,50,25,35.0,3,1.7,2,0.0,No,Graduate
1185,34,9,71.0,4,1.3,1,0.0,No,Undergrad
1186,43,19,31.0,3,0.5,1,0.0,No,Undergrad
1187,62,38,43.0,4,1.2,2,0.0,No,Graduate
1188,61,36,24.0,1,1.5,2,87.0,No,Graduate
1189,45,19,58.0,2,0.4,3,0.0,No,Advanced/Professional
1190,42,17,115.0,2,0.4,1,0.0,No,Undergrad
1191,39,15,168.0,2,5.2,1,152.0,No,Undergrad
1192,29,5,128.0,1,1.5,1,0.0,No,Undergrad
1193,45,20,138.0,1,5.2,1,0.0,No,Undergrad
1194,58,32,81.0,3,1.7,2,0.0,No,Graduate
1195,29,3,41.0,4,1.3,3,0.0,No,Advanced/Professional
1196,32,7,123.0,2,2.9,2,0.0,Yes,Graduate
1197,37,13,71.0,2,2.7,1,94.0,No,Undergrad
1198,48,23,8.0,1,0.4,3,0.0,No,Advanced/Professional
1199,40,14,42.0,2,0.7,1,101.0,No,Undergrad
1200,29,4,62.0,2,2.5,1,184.0,No,Undergrad
1201,36,12,22.0,4,1.0,1,91.0,No,Undergrad
1202,35,8,38.0,4,1.0,2,0.0,No,Graduate
1203,35,11,24.0,4,0.4,2,0.0,No,Graduate
1204,62,37,50.0,3,2.4,1,0.0,No,Undergrad
1205,26,1,186.5,4,1.3,2,197.0,Yes,Graduate
1206,32,7,94.0,2,3.1,1,0.0,No,Undergrad
1207,63,37,165.0,4,5.1,3,0.0,Yes,Advanced/Professional
1208,38,12,43.0,4,1.2,2,0.0,No,Graduate
1209,50,26,48.0,1,1.6,2,0.0,No,Graduate
1210,46,21,52.0,3,2.7,2,228.0,No,Graduate
1211,50,24,84.0,4,4.9,1,0.0,No,Undergrad
1212,61,36,131.0,1,0.9,1,0.0,No,Undergrad
1213,34,8,44.0,4,0.2,1,0.0,No,Undergrad
1214,27,2,78.0,4,0.2,1,87.0,No,Undergrad
1215,61,36,15.0,4,0.4,2,0.0,No,Graduate
1216,45,20,38.0,4,1.9,3,144.0,No,Advanced/Professional
1217,50,25,84.0,1,1.3,3,0.0,No,Advanced/Professional
1218,44,20,122.0,1,0.3,1,0.0,No,Undergrad
1219,62,36,98.0,2,2.8,1,0.0,No,Undergrad
1220,45,18,80.0,3,2.6666666666666665,2,0.0,No,Graduate
1221,41,17,165.0,2,5.2,1,0.0,No,Undergrad
1222,30,5,121.0,2,3.3,1,0.0,No,Undergrad
1223,61,37,20.0,3,0.4,2,94.0,No,Graduate
1224,45,19,11.0,1,0.2,1,91.0,No,Undergrad
1225,59,35,45.0,1,1.8,3,0.0,No,Advanced/Professional
1226,30,6,118.0,2,2.8,2,0.0,Yes,Graduate
1227,60,36,14.0,2,0.3,1,109.0,No,Undergrad
1228,39,13,30.0,3,0.2,2,0.0,No,Graduate
1229,56,30,45.0,1,0.2,1,98.0,No,Undergrad
1230,56,32,80.0,3,2.6666666666666665,1,0.0,No,Undergrad
1231,27,1,25.0,4,0.3,2,0.0,No,Graduate
1232,66,41,144.0,1,2.5,1,0.0,No,Undergrad
1233,43,19,84.0,4,0.2,3,252.5,No,Advanced/Professional
1234,53,29,22.0,2,0.4,1,0.0,No,Undergrad
1235,44,18,33.0,3,1.5,1,0.0,No,Undergrad
1236,54,28,60.0,4,2.6,3,0.0,No,Advanced/Professional
1237,31,6,81.0,4,2.2,2,116.0,No,Graduate
1238,38,13,169.0,1,5.2,3,0.0,Yes,Advanced/Professional
1239,28,2,63.0,2,1.6,3,0.0,No,Advanced/Professional
1240,51,26,12.0,2,0.7,3,109.0,No,Advanced/Professional
1241,52,27,15.0,4,0.8,1,101.0,No,Undergrad
1242,64,38,39.0,1,0.5,3,0.0,No,Advanced/Professional
1243,29,4,44.0,4,2.0,2,0.0,No,Graduate
1244,34,10,110.0,1,4.0,1,0.0,No,Undergrad
1245,33,8,130.0,3,5.2,2,99.0,Yes,Graduate
1246,46,21,41.0,1,1.4,3,128.0,No,Advanced/Professional
1247,48,22,59.0,1,1.4,3,241.0,No,Advanced/Professional
1248,52,28,39.0,2,0.8,1,0.0,No,Undergrad
1249,44,19,35.0,4,0.0,2,0.0,No,Graduate
1250,51,27,80.0,1,2.6,2,0.0,No,Graduate
1251,47,20,81.0,1,2.6666666666666665,2,0.0,No,Graduate
1252,39,13,31.0,2,0.8,3,0.0,No,Advanced/Professional
1253,42,17,93.0,4,1.9,3,0.0,No,Advanced/Professional
1254,57,33,45.0,4,1.5,1,204.0,No,Undergrad
1255,36,12,40.0,2,0.6,3,0.0,No,Advanced/Professional
1256,27,1,80.0,2,1.6,3,185.0,No,Advanced/Professional
1257,31,7,20.0,1,0.4,3,0.0,No,Advanced/Professional
1258,63,37,41.0,1,0.5,3,0.0,No,Advanced/Professional
1259,34,8,31.0,1,0.3,1,104.0,No,Undergrad
1260,52,27,35.0,4,0.2,2,0.0,No,Graduate
1261,57,31,40.0,3,1.4,3,137.0,No,Advanced/Professional
1262,63,39,84.0,1,1.8,3,0.0,No,Advanced/Professional
1263,26,1,53.0,2,1.6,3,0.0,No,Advanced/Professional
1264,35,5,85.0,4,4.0,3,0.0,No,Advanced/Professional
1265,58,33,138.0,2,3.9,1,0.0,No,Undergrad
1266,32,2,71.0,2,1.75,3,108.0,No,Advanced/Professional
1267,64,39,113.0,1,0.8,3,0.0,No,Advanced/Professional
1268,50,23,23.0,2,1.0,2,0.0,No,Graduate
1269,34,9,62.0,3,2.3,1,0.0,No,Undergrad
1270,36,11,14.0,4,0.2,3,100.0,No,Advanced/Professional
1271,43,18,60.0,2,2.2,3,0.0,No,Advanced/Professional
1272,28,4,94.0,3,0.8,1,236.0,No,Undergrad
1273,64,39,83.0,3,1.8,2,0.0,No,Graduate
1274,60,35,130.0,3,5.2,3,252.5,Yes,Advanced/Professional
1275,62,37,61.0,4,1.7,1,0.0,No,Undergrad
1276,27,2,92.0,2,3.1,1,178.0,No,Undergrad
1277,42,16,20.0,2,0.8,3,117.0,No,Advanced/Professional
1278,45,20,186.5,2,5.2,1,252.5,No,Undergrad
1279,36,10,74.0,1,2.5,1,0.0,No,Undergrad
1280,48,22,84.0,2,0.4,3,145.0,No,Advanced/Professional
1281,65,40,98.0,3,1.8,2,252.5,No,Graduate
1282,39,15,52.0,3,2.3333333333333335,1,0.0,No,Undergrad
1283,51,26,55.0,1,1.3,2,236.0,No,Graduate
1284,30,6,64.0,4,3.4,1,117.0,No,Undergrad
1285,65,40,128.0,1,2.5,1,162.0,No,Undergrad
1286,38,13,113.0,4,1.7,2,0.0,Yes,Graduate
1287,29,3,50.0,3,1.1,2,0.0,No,Graduate
1288,42,18,54.0,4,2.2,2,0.0,No,Graduate
1289,63,38,129.0,1,0.9,1,252.5,No,Undergrad
1290,46,21,82.0,4,0.4,1,0.0,No,Undergrad
1291,62,38,100.0,4,1.7,2,0.0,No,Graduate
1292,58,34,44.0,4,2.2,1,0.0,No,Undergrad
1293,56,30,164.0,4,0.5,2,234.0,Yes,Graduate
1294,56,31,81.0,2,3.7,1,121.0,No,Undergrad
1295,34,10,71.0,1,0.1,1,252.5,No,Undergrad
1296,42,17,28.0,1,0.5,3,90.0,No,Advanced/Professional
1297,30,6,80.0,3,1.5,1,219.0,No,Undergrad
1298,61,35,90.0,4,1.9,2,0.0,No,Graduate
1299,38,14,74.0,1,3.6,2,0.0,No,Graduate
1300,50,25,14.0,2,0.7,3,0.0,No,Advanced/Professional
1301,61,36,23.0,2,0.5,2,103.0,No,Graduate
1302,41,17,153.0,1,1.7,1,252.5,No,Undergrad
1303,42,16,38.0,3,0.9,3,0.0,No,Advanced/Professional
1304,29,5,112.0,2,2.0,2,252.5,No,Graduate
1305,51,26,145.0,1,5.2,1,252.5,No,Undergrad
1306,32,6,28.0,2,0.3,2,88.0,No,Graduate
1307,34,9,31.0,4,1.1,3,0.0,No,Advanced/Professional
1308,26,2,186.5,1,5.2,1,0.0,No,Undergrad
1309,54,24,50.0,3,2.0,3,0.0,No,Advanced/Professional
1310,38,14,71.0,4,2.0,3,0.0,No,Advanced/Professional
1311,62,36,21.0,3,0.3,3,0.0,No,Advanced/Professional
1312,37,11,35.0,2,0.8,3,125.0,No,Advanced/Professional
1313,46,21,42.0,1,2.4,1,0.0,No,Undergrad
1314,52,27,78.0,4,3.6,3,141.0,No,Advanced/Professional
1315,32,6,73.0,4,2.2,2,0.0,No,Graduate
1316,49,25,53.0,2,1.0,3,181.0,No,Advanced/Professional
1317,28,3,51.0,2,1.6,3,123.0,No,Advanced/Professional
1318,55,30,40.0,2,2.3,3,0.0,No,Advanced/Professional
1319,52,26,178.0,1,1.0,1,0.0,No,Undergrad
1320,32,6,35.0,2,0.3,1,0.0,No,Undergrad
1321,31,7,186.5,1,0.0,2,0.0,Yes,Graduate
1322,27,3,123.0,1,5.2,1,0.0,No,Undergrad
1323,32,5,48.0,2,1.6666666666666667,2,0.0,No,Graduate
1324,52,26,45.0,3,0.6,2,0.0,No,Graduate
1325,52,28,15.0,1,0.2,1,0.0,No,Undergrad
1326,50,24,79.0,1,0.3,1,120.0,No,Undergrad
1327,32,5,63.0,4,2.0,2,0.0,No,Graduate
1328,61,35,30.0,2,0.2,3,0.0,No,Advanced/Professional
1329,60,36,145.0,4,5.2,1,252.5,Yes,Undergrad
1330,28,4,32.0,3,1.0,2,0.0,No,Graduate
1331,34,9,64.0,2,0.1,1,224.0,No,Undergrad
1332,31,7,84.0,1,0.1,1,0.0,No,Undergrad
1333,31,5,21.0,1,0.4,2,0.0,No,Graduate
1334,62,38,99.0,4,1.7,2,0.0,No,Graduate
1335,47,22,35.0,2,1.3,1,0.0,No,Undergrad
1336,50,24,180.0,1,1.7,1,0.0,No,Undergrad
1337,36,12,42.0,1,1.3333333333333333,1,0.0,No,Undergrad
1338,26,0,179.0,4,2.1,2,0.0,Yes,Graduate
1339,51,27,42.0,4,0.1,3,0.0,No,Advanced/Professional
1340,52,25,180.0,2,5.2,2,252.5,Yes,Graduate
1341,35,11,82.0,4,3.4,1,0.0,No,Undergrad
1342,42,16,55.0,2,0.7,1,149.0,No,Undergrad
1343,36,12,79.0,2,2.2,1,0.0,No,Undergrad
1344,41,17,48.0,2,0.6,3,215.0,No,Advanced/Professional
1345,49,25,93.0,1,2.7,1,0.0,No,Undergrad
1346,57,32,23.0,2,0.2,3,0.0,No,Advanced/Professional
1347,44,20,50.0,3,2.3333333333333335,1,200.0,No,Undergrad
1348,60,34,85.0,2,2.0,1,0.0,No,Undergrad
1349,38,14,35.0,1,1.5,2,97.0,No,Graduate
1350,26,2,171.0,3,5.2,2,0.0,Yes,Graduate
1351,29,2,29.0,4,1.5,2,0.0,No,Graduate
1352,59,35,84.0,1,1.8,3,0.0,No,Advanced/Professional
1353,51,27,20.0,4,0.5,2,0.0,No,Graduate
1354,50,25,14.0,1,0.4,3,0.0,No,Advanced/Professional
1355,35,10,179.0,1,5.2,1,252.5,No,Undergrad
1356,61,37,48.0,1,0.8,1,158.0,No,Undergrad
1357,42,16,74.0,1,2.8,1,0.0,No,Undergrad
1358,55,29,53.0,1,1.4,1,0.0,No,Undergrad
1359,50,25,83.0,1,2.8,2,0.0,No,Graduate
1360,64,40,171.0,2,2.1,1,252.5,No,Undergrad
1361,54,28,85.0,4,4.9,1,0.0,No,Undergrad
1362,50,26,38.0,4,0.9,2,0.0,No,Graduate
1363,31,5,85.0,3,1.6,1,157.0,No,Undergrad
1364,32,8,79.0,1,0.1,1,0.0,No,Undergrad
1365,44,19,69.0,4,0.4,1,0.0,No,Undergrad
1366,60,35,43.0,3,0.9,3,0.0,No,Advanced/Professional
1367,60,34,33.0,2,0.3,1,101.0,No,Undergrad
1368,62,38,42.0,3,0.1,3,149.0,No,Advanced/Professional
1369,46,21,40.0,4,1.9,3,122.0,No,Advanced/Professional
1370,57,33,43.0,1,1.8,3,0.0,No,Advanced/Professional
1371,30,5,20.0,4,0.5,3,117.0,No,Advanced/Professional
1372,58,32,65.0,3,2.5,1,222.0,No,Undergrad
1373,39,13,139.0,3,3.4,1,252.5,Yes,Undergrad
1374,60,35,135.0,3,0.3,3,0.0,Yes,Advanced/Professional
1375,59,34,84.0,3,1.6,3,0.0,No,Advanced/Professional
1376,50,26,179.0,1,2.9,3,0.0,Yes,Advanced/Professional
1377,63,39,45.0,4,1.3,2,86.0,No,Graduate
1378,27,3,109.0,2,2.5,1,0.0,No,Undergrad
1379,54,29,34.0,4,0.1,3,0.0,No,Advanced/Professional
1380,62,37,162.0,1,1.3,1,0.0,No,Undergrad
1381,60,34,105.0,2,1.4,1,0.0,No,Undergrad
1382,38,12,22.0,3,0.2,2,0.0,No,Graduate
1383,34,8,82.0,2,1.8,1,178.0,No,Undergrad
1384,65,41,105.0,4,1.7,2,230.0,No,Graduate
1385,55,31,62.0,1,1.8,3,0.0,No,Advanced/Professional
1386,57,31,82.0,2,2.0,1,83.0,No,Undergrad
1387,27,3,72.0,4,0.0,1,0.0,No,Undergrad
1388,35,10,38.0,4,1.7,1,0.0,No,Undergrad
1389,52,28,25.0,4,1.0,1,0.0,No,Undergrad
1390,45,15,20.0,1,0.75,3,0.0,No,Advanced/Professional
1391,29,3,80.0,4,1.8,2,0.0,No,Graduate
1392,44,18,84.0,3,1.1,1,0.0,No,Undergrad
1393,47,23,33.0,1,1.0,1,0.0,No,Undergrad
1394,62,37,55.0,3,0.9,3,0.0,No,Advanced/Professional
1395,52,27,33.0,2,0.7,2,0.0,No,Graduate
1396,47,23,186.5,4,0.3,3,252.5,Yes,Advanced/Professional
1397,42,18,43.0,1,0.3,3,158.0,No,Advanced/Professional
1398,65,41,45.0,3,0.1,3,0.0,No,Advanced/Professional
1399,42,18,141.0,1,3.5,1,0.0,No,Undergrad
1400,40,16,69.0,4,2.4,1,0.0,No,Undergrad
1401,32,8,78.0,4,0.1,2,0.0,No,Graduate
1402,40,15,84.0,1,3.7,3,0.0,No,Advanced/Professional
1403,55,29,172.0,1,5.2,2,0.0,Yes,Graduate
1404,32,6,51.0,4,0.2,1,154.0,No,Undergrad
1405,58,28,75.0,1,1.4,3,0.0,No,Advanced/Professional
1406,46,22,183.0,1,3.1,2,0.0,Yes,Graduate
1407,53,23,20.0,4,0.4,3,0.0,No,Advanced/Professional
1408,63,39,101.0,2,3.9,3,252.5,Yes,Advanced/Professional
1409,40,14,129.0,1,5.2,3,0.0,Yes,Advanced/Professional
1410,41,17,63.0,2,3.2,1,0.0,No,Undergrad
1411,60,35,44.0,4,2.1,1,0.0,No,Undergrad
1412,65,39,184.0,1,5.2,3,176.0,Yes,Advanced/Professional
1413,59,33,100.0,2,2.0,1,127.0,No,Undergrad
1414,48,24,12.0,3,0.4,1,0.0,No,Undergrad
1415,59,33,68.0,2,2.3,3,128.0,No,Advanced/Professional
1416,33,8,48.0,1,1.0,1,212.0,No,Undergrad
1417,40,15,82.0,2,0.4,1,0.0,No,Undergrad
1418,42,18,52.0,2,2.5,1,0.0,No,Undergrad
1419,65,41,154.0,2,4.6,2,0.0,Yes,Graduate
1420,30,4,39.0,1,1.5,1,0.0,No,Undergrad
1421,30,4,40.0,1,0.3,1,0.0,No,Undergrad
1422,42,17,54.0,4,1.9,3,164.0,No,Advanced/Professional
1423,32,8,32.0,2,1.0,2,103.0,No,Graduate
1424,55,30,64.0,2,2.3,3,0.0,No,Advanced/Professional
1425,29,3,92.0,2,1.3,1,252.5,No,Undergrad
1426,64,38,40.0,1,2.5,3,94.0,No,Advanced/Professional
1427,37,11,60.0,3,0.5,3,0.0,No,Advanced/Professional
1428,31,5,85.0,2,1.3,1,119.0,No,Undergrad
1429,25,-1,21.0,4,0.4,1,90.0,No,Undergrad
1430,31,5,35.0,1,0.6,3,171.0,No,Advanced/Professional
1431,32,7,52.0,2,0.1,1,0.0,No,Undergrad
1432,58,34,128.0,1,5.2,1,0.0,No,Undergrad
1433,26,2,186.5,1,5.2,1,0.0,No,Undergrad
1434,51,25,68.0,2,1.5,2,117.0,No,Graduate
1435,65,41,55.0,2,1.1,1,0.0,No,Undergrad
1436,43,17,55.0,1,0.2,1,0.0,No,Undergrad
1437,46,21,80.0,4,0.4,1,0.0,No,Undergrad
1438,28,3,123.0,1,0.8,1,146.0,No,Undergrad
1439,63,37,90.0,4,1.9,2,106.0,No,Graduate
1440,59,29,61.0,1,1.4,3,0.0,No,Advanced/Professional
1441,42,15,41.0,3,2.5,2,0.0,No,Graduate
1442,58,33,43.0,2,1.6,3,0.0,No,Advanced/Professional
1443,39,13,71.0,3,0.1,1,162.0,No,Undergrad
1444,36,12,25.0,4,1.0,1,0.0,No,Undergrad
1445,60,33,154.0,1,3.0,2,0.0,Yes,Graduate
1446,47,21,141.0,1,2.4,1,0.0,No,Undergrad
1447,29,4,22.0,2,0.9,3,110.0,No,Advanced/Professional
1448,52,28,145.0,2,5.2,1,0.0,No,Undergrad
1449,41,16,49.0,3,0.5,3,0.0,No,Advanced/Professional
1450,63,37,109.0,1,2.0,1,0.0,No,Undergrad
1451,59,34,80.0,3,0.5,1,0.0,No,Undergrad
1452,44,20,82.0,4,1.4,2,201.0,No,Graduate
1453,54,28,52.0,4,2.5,1,0.0,No,Undergrad
1454,29,5,85.0,3,2.5,1,0.0,No,Undergrad
1455,51,25,148.0,1,1.0,1,0.0,No,Undergrad
1456,63,39,160.0,2,2.1,1,0.0,No,Undergrad
1457,36,11,39.0,4,1.7,1,0.0,No,Undergrad
1458,42,16,25.0,2,0.8,3,0.0,No,Advanced/Professional
1459,51,25,33.0,1,1.4,3,0.0,No,Advanced/Professional
1460,47,20,38.0,3,2.5,2,0.0,No,Graduate
1461,40,16,85.0,4,0.2,3,0.0,No,Advanced/Professional
1462,54,28,48.0,1,0.2,1,0.0,No,Undergrad
1463,47,21,15.0,4,0.6,3,77.0,No,Advanced/Professional
1464,35,10,94.0,1,0.0,1,174.0,No,Undergrad
1465,28,4,120.0,2,0.6,1,0.0,No,Undergrad
1466,45,19,60.0,1,0.7,3,159.0,No,Advanced/Professional
1467,33,9,145.0,2,4.333333333333333,1,252.5,No,Undergrad
